Server,Domain,Operating-System
CSN-DHH-APP-52,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-53,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-55,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-15,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-19,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-54,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-23,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-14,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-SQL-04,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-IHM-01,dhh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-DHH-SQL-T06,dhh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-DHH-IHM-T01,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-SQL-03,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-APP-04,dhh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-DHH-APP-T10,dhh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-DHH-APP-T09,dhh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-DHH-APP-T11,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-DHH-SQL-06,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-IHM-02,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-SQL-T08,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-IHM-T02,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-SQL-T07,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-APP-T12,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-SQL-05,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-APP-56,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-SQL-10,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-ADC-01,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-ADC-02,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-CSF-01,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-CSF-02,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-SQL-99,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-ADC-01,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-ADC-02,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-CSF-01,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-CSF-02,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-SQL-99,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-XEN-T01,dhh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-DHH-APP-T18,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-XEN-01,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-APP-57,dhh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-DHH-APP-61,dhh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AVC-DC-01,avc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AVC-DC-02,avc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AVC-DC-01,avc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AVC-DC-02,avc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AVC-DFS-01,avc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AVC-DFS-01,avc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AVC-BIZ-01,avc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AVC-HUB-01,avc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-DC-02,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-DC-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-DC-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-DC-02,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-DFS-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-DFS-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-WAS-D01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-WAS-T01,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-WEB-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-WAS-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-SQL-T01,swh.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-SWH-APP-T01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-APP-T02,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-HUB-T01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-BIZ-T01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-WEB-T01,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-APP-T03,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-SQL-T02,swh.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-SWH-APP-T04,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-HUB-T02,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-BIZ-T02,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-APP-03,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-SQL-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-BIZ-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-HUB-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-APP-01,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-SQL-02,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-APP-02,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-APP-04,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-APP-T05,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-APP-T06,swh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-SWH-APP-T07,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-APP-05,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-SWH-SQL-03,swh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-OHD-DC-01,ohd.tzghosting.net,Windows Server 2008 R2 Standard
CSN-OHD-DC-02,ohd.tzghosting.net,Windows Server 2008 R2 Standard
CSN-OHD-DFS-01,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-DFS-01,ohd.tzghosting.net,Windows Server 2008 R2 Standard
CSN-OHD-APP-34,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-APP-D22,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-APP-T47,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-APP-T48,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-APP-T49,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-WEB-01,ohd.tzghosting.net,Windows Server 2008 R2 Standard
CSN-OHD-APP-38,ohd.tzghosting.net,Windows Server 2008 R2 Standard
CSN-OHD-APP-33,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-DC-01,ohd.tzghosting.net,Windows Server 2008 R2 Standard
ABN-OHD-DC-02,ohd.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-DC-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-DC-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-DC-02,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-DC-02,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-DFS-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-DFS-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-WEB-T01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-WEB-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-ZDC-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-ZDC-02,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-ZDC-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-ZDC-02,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-CWI-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-CWI-02,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-CWI-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-CWI-02,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-XEN-T01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-XEN-01,nwh.tzghosting.net,Windows Server 2008 R2 Standard
CSN-NWH-SQL-05,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-SQL-T06,nwh.tzghosting.net,Windows Server 2008 R2 Standard
ABN-NWH-WAS-D02,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-D02,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-SQL-T07,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T08,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-HUB-T04,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-SQL-T08,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-BIZ-T03,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T09,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-HUB-T05,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T10,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-SQL-T09,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-BIZ-T04,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T11,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-HUB-T06,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T12,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-WAS-T02,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T14,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-APP-T13,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-SQL-T10,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-WAS-02,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-APP-09,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-SQL-07,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-APP-10,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-SQL-08,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-SQL-06,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-BIZ-02,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-APP-06,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-HUB-02,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-APP-08,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-APP-07,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-IHM-04,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-IHM-03,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-NWH-SQL-09,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-IHM-T03,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-IHM-T04,nwh.tzghosting.net,Windows Server 2012 R2 Standard
ABN-NWH-SQL-T11,nwh.tzghosting.net,Windows Server 2012 R2 Standard
CSN-WMK-DC-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-DC-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-DC-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-DC-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-DFS-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-DFS-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-D03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-D04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-ZDC-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-ZDC-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-ZDC-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-D01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-CWI-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-CWI-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-CWI-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-CWI-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-D03,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-SQL-T10,wmk.tzghosting.net,Windows Server 2008 R2 Enterprise
ABN-WMK-VBB-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T09,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T10,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T09,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WEB-T08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T11,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-IHM-T08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T11,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T13,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T14,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T12,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-IHM-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T09,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T10,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T10,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T03,wmk.tzghosting.net,Windows Server 2012 R2 Standard
CSN-WMK-XEN-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-10,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-11,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-12,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-WAS-03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-WAS-04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-APP-04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-APP-05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-WEB-03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-VBB-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-13,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-VBB-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-PBA-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-PBA-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-APP-03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-XEN-09,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-FHG-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-APP-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-FXI-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-IHM-01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-SQL-01,wmk.tzghosting.net,Windows Server 2012 R2 Standard
CSN-WMK-IHM-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-APP-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-FXI-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-SQL-02,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-XEN-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-T02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T10,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T05,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-APP-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T01,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T13,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-WEB-T03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T20,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-D10,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-D04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-D03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T20,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-D03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-D04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T22,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T21,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T24,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T23,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-D04,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-IHM-D04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-D03,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-D05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T04,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T15,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T12,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T11,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T04,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-VBB-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-D02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T14,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-IHM-T13,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-SQL-T06,wmk.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WMK-PBA-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-PBA-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-VBB-T08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T05,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T08,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T32,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T30,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T21,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T24,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T28,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T27,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WEB-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T26,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T22,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T23,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-WAS-T25,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-APP-T22,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FXI-T09,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T07,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-FHG-02,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-FHG-T06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T27,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T26,wmk.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WMK-XEN-T25,wmk.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WMK-APP-06,wmk.tzghosting.net,Windows Server 2008 R2 Standard
