Subnet,StartIPAddress,EndIPAddress
10.41.0.0/16,10.41.0.1,10.41.255.254
10.42.0.0/16,10.42.0.1,10.42.255.254
10.81.0.0/16,10.81.0.1,10.81.255.254
10.82.0.0/16,10.82.0.1,10.82.255.254
10.44.0.0/16,10.44.0.1,10.44.255.254
10.84.0.0/16,10.84.0.1,10.84.255.254
10.126.248.0/24,10.126.248.1,10.126.248.254
10.126.252.0/24,10.126.252.1,10.126.252.254
10.157.0.0/16,10.157.0.1,10.157.255.254
10.126.253.0/24,10.126.253.1,10.126.253.254
